index,signal
1874,0.401954
1875,0.343131
1876,0.323523
1877,0.362739
1878,0.401954
1879,0.382347
1880,0.382347
1881,0.382347
1882,0.401954
1883,0.401954
1884,0.382347
1885,0.421562
1886,0.421562
1887,0.401954
1888,0.441170
1889,0.480386
1890,0.480386
1891,0.441170
1892,0.421562
1893,0.421562
1894,0.421562
1895,0.401954
1896,0.401954
1897,0.480386
1898,0.460778
1899,0.460778
1900,0.441170
1901,0.441170
1902,0.480386
1903,0.460778
1904,0.460778
1905,0.480386
1906,0.401954
1907,0.441170
1908,0.460778
1909,0.421562
1910,0.421562
1911,0.401954
1912,0.382347
1913,0.441170
1914,0.460778
1915,0.480386
1916,0.441170
1917,0.382347
1918,0.382347
1919,0.401954
1920,0.401954
1921,0.382347
1922,0.421562
1923,0.441170
1924,0.441170
1925,0.441170
1926,0.401954
1927,0.401954
1928,0.401954
1929,0.401954
1930,0.421562
1931,0.401954
1932,0.421562
1933,0.421562
1934,0.362739
1935,0.362739
1936,0.401954
1937,0.382347
1938,0.382347
1939,0.362739
1940,0.362739
1941,0.382347
1942,0.362739
1943,0.382347
1944,0.382347
1945,0.343131
1946,0.362739
1947,0.421562
1948,0.382347
1949,0.382347
1950,0.362739
1951,0.323523
1952,0.323523
1953,0.343131
1954,0.303915
1955,0.343131
1956,0.362739
1957,0.343131
1958,0.343131
1959,0.323523
1960,0.323523
1961,0.343131
1962,0.323523
1963,0.323523
1964,0.343131
1965,0.421562
1966,0.401954
1967,0.264700
1968,0.284308
1969,0.382347
1970,0.362739
1971,0.343131
1972,0.362739
1973,0.323523
1974,0.343131
1975,0.343131
1976,0.343131
1977,0.382347
1978,0.401954
1979,0.382347
1980,0.421562
1981,0.401954
1982,0.441170
1983,0.460778
1984,0.421562
1985,0.441170
1986,0.460778
1987,0.441170
1988,0.519601
1989,0.558817
1990,0.480386
1991,0.460778
1992,0.460778
1993,0.460778
1994,0.480386
1995,0.480386
1996,0.480386
1997,0.480386
1998,0.480386
1999,0.460778
2000,0.401954
2001,0.362739
2002,0.401954
2003,0.401954
2004,0.382347
2005,0.382347
2006,0.421562
2007,0.441170
2008,0.421562
2009,0.343131
2010,0.362739
2011,0.401954
2012,0.362739
2013,0.362739
2014,0.362739
2015,0.362739
2016,0.382347
2017,0.401954
2018,0.401954
2019,0.382347
2020,0.362739
2021,0.382347
2022,0.441170
2023,0.441170
2024,0.401954
2025,0.343131
2026,0.323523
2027,0.382347
2028,0.382347
2029,0.362739
2030,0.382347
2031,0.421562
2032,0.460778
2033,0.421562
2034,0.421562
2035,0.480386
2036,0.499993
2037,0.558817
2038,0.637248
2039,0.656856
2040,0.696071
2041,0.813718
2042,0.852934
2043,0.931365
2044,1.049012
2045,1.147051
2046,1.245090
2047,1.362737
2048,1.480383
2049,1.578422
2050,1.598030
2051,1.656854
2052,1.676461
2053,1.617638
2054,1.499991
2055,1.421560
2056,1.343129
2057,1.284305
2058,1.166659
2059,0.970581
2060,0.911757
2061,0.833326
2062,0.637248
2063,0.598032
2064,0.539209
2065,0.401954
2066,0.323523
2067,0.186269
2068,0.166661
2069,0.205876
2070,0.147053
2071,0.147053
2072,0.127445
2073,0.107837
2074,0.127445
2075,0.088230
2076,0.088230
2077,0.147053
2078,0.107837
2079,0.107837
2080,0.147053
2081,0.186269
2082,0.186269
2083,0.127445
2084,0.088230
2085,0.127445
2086,0.186269
2087,0.107837
2088,0.127445
2089,0.147053
2090,0.147053
2091,0.147053
2092,0.107837
2093,0.107837
2094,0.127445
2095,0.147053
2096,0.186269
2097,0.186269
2098,0.166661
2099,0.166661
2100,0.127445
2101,0.127445
2102,0.127445
2103,0.147053
2104,0.147053
2105,0.147053
2106,0.205876
2107,0.186269
2108,0.166661
2109,0.127445
2110,0.147053
2111,0.166661
2112,0.147053
2113,0.147053
2114,0.147053
2115,0.166661
2116,0.166661
2117,0.147053
2118,0.166661
2119,0.186269
2120,0.107837
2121,0.127445
2122,0.205876
2123,0.186269
2124,0.147053
2125,0.127445
2126,0.107837
2127,0.166661
2128,0.166661
2129,0.147053
2130,0.186269
2131,0.127445
2132,0.147053
2133,0.166661
2134,0.127445
2135,0.147053
2136,0.166661
2137,0.147053
2138,0.205876
2139,0.186269
2140,0.225484
2141,0.225484
2142,0.205876
2143,0.186269
2144,0.186269
2145,0.186269
2146,0.225484
2147,0.264700
2148,0.245092
2149,0.264700
2150,0.225484
2151,0.186269
2152,0.284308
2153,0.303915
2154,0.303915
2155,0.323523
2156,0.343131
2157,0.362739
2158,0.362739
2159,0.343131
2160,0.382347
2161,0.382347
2162,0.343131
2163,0.343131
2164,0.401954
2165,0.441170
2166,0.421562
2167,0.401954
2168,0.421562
2169,0.441170
2170,0.421562
2171,0.401954
2172,0.401954
2173,0.382347
2174,0.460778
2175,0.401954
2176,0.343131
2177,0.401954
2178,0.421562
2179,0.441170
2180,0.421562
2181,0.441170
2182,0.460778
2183,0.421562
2184,0.382347
2185,0.421562
2186,0.460778
2187,0.421562
2188,0.421562
2189,0.421562
2190,0.460778
2191,0.460778
2192,0.382347
2193,0.382347
2194,0.401954
2195,0.421562
2196,0.460778
2197,0.460778
2198,0.480386
2199,0.421562
2200,0.343131
2201,0.343131
2202,0.401954
2203,0.421562
2204,0.401954
2205,0.421562
2206,0.401954
2207,0.421562
2208,0.401954
2209,0.362739
2210,0.401954
2211,0.401954
2212,0.362739
2213,0.401954
2214,0.401954
2215,0.382347
2216,0.382347
2217,0.343131
2218,0.362739
2219,0.382347
2220,0.323523
2221,0.343131
2222,0.362739
2223,0.343131
2224,0.362739
2225,0.343131
2226,0.323523
2227,0.362739
2228,0.343131
2229,0.323523
2230,0.343131
2231,0.401954
2232,0.382347
2233,0.343131
2234,0.303915
2235,0.362739
2236,0.362739
2237,0.284308
2238,0.303915
2239,0.323523
2240,0.343131
2241,0.323523
2242,0.284308
2243,0.323523
2244,0.343131
2245,0.323523
2246,0.343131
2247,0.382347
2248,0.401954
2249,0.401954
2250,0.343131
2251,0.303915
2252,0.362739
2253,0.382347
2254,0.401954
2255,0.362739
2256,0.401954
2257,0.480386
2258,0.401954
2259,0.343131
2260,0.401954
2261,0.441170
2262,0.401954
2263,0.343131
2264,0.323523
2265,0.401954
2266,0.401954
2267,0.343131
2268,0.382347
2269,0.480386
2270,0.441170
2271,0.460778
2272,0.480386
2273,0.519601
2274,0.519601
2275,0.499993
2276,0.499993
2277,0.519601
2278,0.539209
2279,0.480386
2280,0.499993
2281,0.499993
2282,0.499993
2283,0.401954
2284,0.343131
2285,0.382347
2286,0.421562
2287,0.401954
2288,0.401954
2289,0.401954
2290,0.441170
2291,0.382347
2292,0.303915
2293,0.343131
2294,0.382347
2295,0.343131
2296,0.382347
2297,0.401954
2298,0.401954
2299,0.382347
2300,0.343131
2301,0.343131
2302,0.401954
2303,0.382347
2304,0.362739
2305,0.362739
2306,0.401954
2307,0.401954
2308,0.362739
2309,0.343131
2310,0.362739
2311,0.343131
2312,0.323523
2313,0.362739
2314,0.362739
2315,0.401954
2316,0.401954
2317,0.382347
2318,0.421562
2319,0.480386
2320,0.539209
2321,0.578425
2322,0.617640
2323,0.715679
2324,0.794110
2325,0.833326
2326,0.892149
2327,1.009796
2328,1.107835
2329,1.205874
2330,1.303913
2331,1.401952
2332,1.519599
2333,1.598030
2334,1.617638
2335,1.676461
2336,1.656854
2337,1.598030
2338,1.460776
2339,1.303913
2340,1.245090
2341,1.147051
2342,0.970581
2343,0.872542
2344,0.794110
2345,0.656856
2346,0.598032
2347,0.519601
2348,0.441170
2349,0.343131
2350,0.264700
2351,0.205876
2352,0.186269
2353,0.147053
2354,0.166661
2355,0.166661
2356,0.127445
2357,0.127445
2358,0.088230
2359,0.068622
2360,0.147053
2361,0.107837
2362,0.068622
2363,0.107837
2364,0.127445
2365,0.147053
2366,0.107837
2367,0.068622
2368,0.107837
2369,0.127445
2370,0.088230
2371,0.107837
2372,0.147053
2373,0.166661
2374,0.127445
2375,0.068622
2376,0.107837
2377,0.147053
2378,0.147053
2379,0.166661
2380,0.166661
2381,0.186269
2382,0.186269
2383,0.147053
2384,0.107837
2385,0.147053
2386,0.186269
2387,0.166661
2388,0.166661
2389,0.147053
2390,0.147053
2391,0.107837
2392,0.068622
2393,0.107837
2394,0.147053
2395,0.107837
2396,0.127445
2397,0.186269
2398,0.186269
2399,0.166661
2400,0.107837
2401,0.127445
2402,0.166661
2403,0.147053
2404,0.147053
2405,0.166661
2406,0.186269
2407,0.205876
2408,0.205876
2409,0.107837
2410,0.147053
2411,0.166661
2412,0.166661
2413,0.166661
2414,0.166661
2415,0.147053
2416,0.147053
2417,0.147053
2418,0.166661
2419,0.205876
2420,0.186269
2421,0.186269
2422,0.186269
2423,0.205876
2424,0.186269
2425,0.127445
2426,0.166661
2427,0.205876
2428,0.186269
2429,0.186269
2430,0.205876
2431,0.245092
2432,0.284308
2433,0.225484
2434,0.225484
2435,0.245092
2436,0.284308
2437,0.284308
2438,0.284308
2439,0.303915
2440,0.382347
2441,0.382347
2442,0.303915
2443,0.284308
2444,0.343131
2445,0.362739
2446,0.382347
2447,0.401954
2448,0.421562
2449,0.441170
2450,0.343131
2451,0.362739
2452,0.421562
2453,0.362739
2454,0.382347
2455,0.421562
2456,0.401954
2457,0.421562
2458,0.401954
2459,0.401954
2460,0.441170
2461,0.441170
2462,0.421562
2463,0.401954
2464,0.421562
2465,0.460778
2466,0.421562
2467,0.362739
2468,0.401954
2469,0.441170
2470,0.421562
2471,0.421562
2472,0.421562
2473,0.382347
2474,0.362739
2475,0.343131
2476,0.382347
2477,0.421562
2478,0.382347
2479,0.362739
2480,0.382347
2481,0.421562
2482,0.421562
2483,0.382347
2484,0.343131
2485,0.382347
2486,0.421562
2487,0.362739
2488,0.362739
2489,0.382347
2490,0.421562
2491,0.382347
2492,0.362739
2493,0.401954
2494,0.421562
2495,0.382347
2496,0.421562
2497,0.421562
2498,0.382347
2499,0.362739
2500,0.303915
2501,0.323523
2502,0.382347
2503,0.303915
2504,0.343131
2505,0.382347
2506,0.401954
2507,0.382347
2508,0.362739
2509,0.284308
2510,0.303915
2511,0.323523
2512,0.323523
2513,0.343131
2514,0.343131
2515,0.362739
2516,0.343131
2517,0.284308
2518,0.323523
2519,0.323523
2520,0.303915
2521,0.323523
2522,0.323523
2523,0.343131
2524,0.323523
2525,0.284308
2526,0.303915
2527,0.343131
2528,0.303915
2529,0.323523
2530,0.343131
2531,0.343131
2532,0.323523
2533,0.284308
2534,0.303915
2535,0.343131
2536,0.343131
2537,0.323523
2538,0.343131
2539,0.362739
2540,0.382347
2541,0.323523
2542,0.303915
2543,0.362739
2544,0.362739
2545,0.323523
2546,0.362739
2547,0.382347
2548,0.441170
2549,0.480386
2550,0.382347
2551,0.401954
2552,0.441170
2553,0.460778
2554,0.421562
2555,0.401954
2556,0.499993
2557,0.519601
2558,0.441170
2559,0.401954
2560,0.499993
